rfq_id,underlyings,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,requested_date,executed,start_date,end_date,avg_duration_months,observation_frequency_months,basket_size,log_notional_credits,requested_month_sin,requested_month_cos,requested_dayofweek,nominal_maturity_months,n_underlyings,n_market_matches,realized_vol_min,realized_vol_max,realized_vol_mean,realized_vol_std,realized_vol_trend_21d_mean,structural_base_vol_min,structural_base_vol_max,structural_base_vol_mean,structural_base_vol_std,market_lag_days_max,realized_vol_range,structural_base_vol_range,realized_minus_structural_vol,market_match_rate,has_underlying_BSKR,has_underlying_CLNE,has_underlying_CORL,has_underlying_DRC,has_underlying_HTTX,has_underlying_JEDI,has_underlying_KYBR,has_underlying_MNDO,has_underlying_NABO,has_underlying_POBK,has_underlying_REBL,has_underlying_SITH,has_underlying_TECH,has_underlying_WOOK,product_type_Death Star Phoenix Note,product_type_Holocron Reverse Convertible,product_type_Kessel Run Snowball,product_type_Mandalorian Twin-Win,product_type_Sith Eternal Snowball,product_type_Wretched Hive Digital,basket_type_single,basket_type_worst_of,counterparty_Alderaan Wealth Partners,counterparty_Banco de Coruscant,counterparty_Chandrila Sovereign Fund,counterparty_Corellian Capital,counterparty_First Order Financial,counterparty_Jabba Asset Management,counterparty_Kamino Cloning Trust,counterparty_Nal Hutta Traders,trader_id_TRD-001,trader_id_TRD-002,trader_id_TRD-003,trader_id_TRD-004,trader_id_TRD-005,trader_id_TRD-006,trader_id_TRD-007,trader_id_TRD-008,trader_id_TRD-009,trader_id_TRD-010,trader_id_TRD-011,trader_id_TRD-012,trader_id_TRD-013,trader_id_TRD-014,trader_id_TRD-015,trader_id_TRD-016,trader_id_TRD-017,trader_id_TRD-018,trader_id_TRD-019,trader_id_TRD-020,trader_id_TRD-021,trader_id_TRD-022,trader_id_TRD-023,trader_id_TRD-024,trader_id_TRD-025,trader_id_TRD-026,trader_id_TRD-027,trader_id_TRD-028,trader_id_TRD-029,trader_id_TRD-030,trader_id_TRD-031,trader_id_TRD-032,trader_id_TRD-033,trader_id_TRD-034,trader_id_TRD-035,trader_id_TRD-036,trader_id_TRD-037,trader_id_TRD-038,trader_id_TRD-039
RFQ-003174,DRC,1.2229,0.8105,0,3M,0.3691,250000,2023-02-22,True,2023-02-25,2028-05-10,31.17,3.0,1,12.429220196836383,0.8660254037844386,0.5000000000000001,2,62.450722733245726,1,1,0.3097244020566046,0.3097244020566046,0.3097244020566046,0.0,0.015423002234748018,0.31,0.31,0.31,0.0,1,0.0,0.0,-0.00027559794339537813,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RFQ-003175,KYBR|HTTX,0.9701,0.553,1,6M,0.4101,1000000,2018-10-16,True,2018-10-21,2024-10-29,63.46,6.0,2,13.815511557963774,-0.8660254037844386,0.5000000000000001,1,72.27332457293035,2,2,0.3137932571594697,1.0968464697002531,0.7053198634298614,0.5537022366174988,-0.010077242628602684,0.22,0.5,0.36,0.1979898987322333,1,0.7830532125407834,0.28,0.34531986342986143,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RFQ-003178,CLNE,1.2312,0.7676,0,3M,0.1652,100000,2016-03-28,True,2016-03-28,2023-10-03,50.06,3.0,1,11.51293546492023,1.0,6.123233995736766e-17,0,90.17739816031538,1,1,0.1826011599717762,0.1826011599717762,0.1826011599717762,0.0,0.016526558298393085,0.15,0.15,0.15,0.0,3,0.0,0.0,0.032601159971776206,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003179,DRC|KYBR,0.9556,0.6067,0,2M,0.2882,100000,2023-06-12,True,2023-06-15,2029-12-29,18.9,2.0,2,11.51293546492023,1.2246467991473532e-16,-1.0,0,78.48226018396846,2,2,0.1874508573418798,0.2696191972428881,0.22853502729238395,0.05810179034284413,-0.0023633293269415823,0.22,0.31,0.265,0.06363961030678929,3,0.08216833990100827,0.09,-0.03646497270761606,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003180,HTTX|POBK|REBL,1.0,0.63,1,1Y,0.3946,500000,2022-12-29,True,2023-01-02,2032-08-09,105.19,12.0,3,13.122365377402328,-2.4492935982947064e-16,1.0,3,115.21024967148489,3,3,0.4363606847416465,0.6405984408505102,0.52257085894177,0.10577110111021902,0.1217369194021183,0.18,0.5,0.3666666666666667,0.16653327995729061,1,0.2042377561088637,0.32,0.15590419227510333,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003181,WOOK,1.2064,0.796,0,3M,0.3103,100000,2022-11-15,True,2022-11-19,2024-11-20,18.85,3.0,1,11.51293546492023,-0.5000000000000004,0.8660254037844384,1,24.0473061760841,1,1,0.3613460289788781,0.3613460289788781,0.3613460289788781,0.0,-0.03761590217676247,0.27,0.27,0.27,0.0,1,0.0,0.0,0.09134602897887806,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003184,REBL|DRC,1.0,0.6238,4,mensual,0.2463,100000,2018-10-18,True,2018-10-21,2022-09-12,18.27,1.0,2,11.51293546492023,-0.8660254037844386,0.5000000000000001,3,46.71484888304862,2,2,0.5984764715690533,0.6085040561824306,0.603490263875742,0.007090573079041071,-0.002307990895875689,0.18,0.31,0.245,0.09192388155425119,1,0.010027584613377383,0.13,0.358490263875742,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RFQ-003185,POBK|BSKR,0.9619,0.6124,1,6M,0.366,1000000,2019-10-22,True,2019-10-27,2025-08-04,37.8,6.0,2,13.815511557963774,-0.8660254037844386,0.5000000000000001,1,69.25098554533508,2,2,0.2945816031263781,0.4287478474441527,0.3616647252852654,0.0948698611634295,0.010668711243324164,0.3,0.42,0.36,0.08485281374238571,1,0.13416624431777457,0.12,0.0016647252852654004,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RFQ-003187,JEDI,1.1929,0.7515,0,3M,0.1601,100000,2021-09-16,True,2021-09-18,2030-07-01,65.73,3.0,1,11.51293546492023,-1.0,-1.8369701987210297e-16,3,105.38764783180027,1,1,0.1440600936907053,0.1440600936907053,0.1440600936907053,0.0,0.0005365605125120243,0.14,0.14,0.14,0.0,1,0.0,0.0,0.004060093690705285,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003188,CLNE,1.3685,0.7931,0,3M,0.1662,500000,2017-02-15,True,2017-02-19,2020-06-01,38.16,3.0,1,13.122365377402328,0.8660254037844386,0.5000000000000001,2,39.35611038107753,1,1,0.1339033888824617,0.1339033888824617,0.1339033888824617,0.0,-0.00704652453339541,0.15,0.15,0.15,0.0,1,0.0,0.0,-0.016096611117538295,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003189,DRC|KYBR,1.0292,0.6232,3,1M,0.2375,500000,2020-05-05,True,2020-05-07,2026-10-29,29.75,1.0,2,13.122365377402328,0.49999999999999994,-0.8660254037844387,1,77.72667542706964,2,2,0.3574556536442734,0.5098201397994993,0.43363789672188635,0.10773796137236406,-0.03907580144260164,0.22,0.31,0.265,0.06363961030678929,1,0.15236448615522585,0.09,0.16863789672188634,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003191,SITH|WOOK|MNDO,1.0,0.65,5,1 month,0.2711,100000,2018-03-08,True,2018-03-12,2022-01-15,33.28,1.0,3,11.51293546492023,1.0,6.123233995736766e-17,3,46.156373193166885,3,3,0.2513187150849253,0.450603052465706,0.32398569918335457,0.11005245809447113,0.02464470352428544,0.26,0.35,0.29333333333333333,0.04932882862316245,1,0.19928433738078066,0.08999999999999997,0.030652365850021235,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003193,BSKR|KYBR,1.2994,0.6,0,1Y,0.23,250000,2023-05-05,True,2023-05-08,2031-10-29,92.27,12.0,2,12.429220196836383,0.49999999999999994,-0.8660254037844387,4,101.7082785808147,2,2,0.1944003314474147,0.3127218664721239,0.2535610989597693,0.08366595977637348,-0.004540560708780714,0.22,0.3,0.26,0.0565685424949238,1,0.11832153502470921,0.07999999999999999,-0.0064389010402307045,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003194,CLNE,1.339,0.8242,0,2M,0.1734,100000,2021-05-14,True,2021-05-15,2030-12-03,78.6,2.0,1,11.51293546492023,0.49999999999999994,-0.8660254037844387,4,114.61892247043363,1,1,0.157721164110512,0.157721164110512,0.157721164110512,0.0,0.005925021562171423,0.15,0.15,0.15,0.0,1,0.0,0.0,0.007721164110512019,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003195,JEDI|BSKR|TECH,1.0,0.5543,4,1M,0.2426,250000,2023-02-06,True,2023-02-08,2032-07-06,61.12,1.0,3,12.429220196836383,0.8660254037844386,0.5000000000000001,0,112.8777923784494,3,3,0.1128061394703681,0.3050702703522905,0.2332163630202023,0.10492693119225183,-0.002007306247896065,0.14,0.32,0.25333333333333335,0.09865765724632493,3,0.1922641308819224,0.18,-0.02011697031313106,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RFQ-003196,POBK|MNDO,1.2607,0.6,0,M,0.3875,100000,2020-04-22,True,2020-04-26,2029-03-02,75.82,1.0,2,11.51293546492023,0.8660254037844387,-0.4999999999999998,2,106.17608409986859,2,2,0.5308068001278693,0.5734169012442458,0.5521118506860576,0.030129891446434284,-0.031136275149621584,0.35,0.42,0.385,0.04949747468305831,1,0.04261010111637653,0.07,0.1671118506860576,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003200,SITH|WOOK|JEDI,1.0,0.5608,1,6M,0.2149,100000,2018-05-07,True,2018-05-07,2027-03-01,63.43,6.0,3,11.51293546492023,0.49999999999999994,-0.8660254037844387,0,105.78186596583443,3,3,0.2005032700874997,0.4250350059955587,0.3377325172099208,0.1203043474109986,0.013098456827303531,0.14,0.27,0.22333333333333336,0.07234178138070235,3,0.224531735908059,0.13,0.11439918387658746,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003202,BSKR,1.3562,0.7767,0,Quarterly,0.2654,2000000,2024-04-19,True,2024-04-24,2032-08-30,17.31,3.0,1,14.508658238524095,0.8660254037844387,-0.4999999999999998,4,100.19710906701708,1,1,0.5076585451123169,0.5076585451123169,0.5076585451123169,0.0,-0.025649041492674995,0.3,0.3,0.3,0.0,1,0.0,0.0,0.2076585451123169,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003203,BSKR|NABO,1.3776,0.6,0,1M,0.222,250000,2019-05-09,True,2019-05-13,2024-12-31,61.67,1.0,2,12.429220196836383,0.49999999999999994,-0.8660254037844387,3,67.64126149802891,2,2,0.1128663543804944,0.2977329265764963,0.20529964047849536,0.13072040681450542,0.006273130606056547,0.11,0.3,0.205,0.13435028842544403,1,0.1848665721960019,0.19,0.0002996404784953721,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RFQ-003204,MNDO|TECH,0.9981,0.6338,0,Y,0.3767,5000000,2020-05-11,True,2020-05-15,2029-10-24,67.24,12.0,2,15.424948670398354,0.49999999999999994,-0.8660254037844387,0,113.30486202365309,2,2,0.447129854879208,0.4836716594242116,0.4654007571517098,0.025838957790565473,-0.03472327067664094,0.32,0.35,0.33499999999999996,0.021213203435596385,3,0.03654180454500361,0.02999999999999997,0.13040075715170985,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003205,HTTX,1.2143,0.7783,0,3M,0.5463,1000000,2017-08-07,True,2017-08-07,2026-11-25,6.5,3.0,1,13.815511557963774,-0.8660254037844384,-0.5000000000000004,0,111.59658344283837,1,1,0.6370703415821178,0.6370703415821178,0.6370703415821178,0.0,0.08314420020730506,0.5,0.5,0.5,0.0,3,0.0,0.0,0.13707034158211784,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003209,CLNE|REBL,1.0,0.6103,6,Monthly,0.1867,2000000,2024-05-13,True,2024-05-16,2029-09-05,21.15,1.0,2,14.508658238524095,0.49999999999999994,-0.8660254037844387,0,63.66622864651774,2,2,0.3016078427573097,0.5090302866701443,0.405319064713727,0.14666981666105167,0.0017346285194684563,0.15,0.18,0.16499999999999998,0.021213203435596434,3,0.2074224439128346,0.03,0.240319064713727,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003212,TECH,1.2988,0.8144,0,1M,0.3759,250000,2019-10-22,True,2019-10-23,2025-01-25,24.28,1.0,1,12.429220196836383,-0.8660254037844386,0.5000000000000001,1,63.107752956636006,1,1,0.2906920280410429,0.2906920280410429,0.2906920280410429,0.0,-0.010616061163660095,0.32,0.32,0.32,0.0,1,0.0,0.0,-0.029307971958957124,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RFQ-003213,REBL,1.2038,0.7862,0,2M,0.1898,250000,2021-11-18,True,2021-11-22,2031-10-16,7.27,2.0,1,12.429220196836383,-0.5000000000000004,0.8660254037844384,3,118.75821287779237,1,1,0.8919827310240316,0.8919827310240316,0.8919827310240316,0.0,0.06549523761919984,0.18,0.18,0.18,0.0,1,0.0,0.0,0.7119827310240316,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003216,SITH|HTTX,1.0388,0.5788,3,6M,0.4073,100000,2023-10-25,True,2023-10-26,2031-10-21,90.57,6.0,2,11.51293546492023,-0.8660254037844386,0.5000000000000001,2,95.82785808147175,2,2,0.5299056793297265,1.4411186006328778,0.9855121399813022,0.6443248357582622,0.10657669603016645,0.26,0.5,0.38,0.16970562748477142,1,0.9112129213031512,0.24,0.6055121399813022,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003217,CLNE|WOOK,1.3256,0.6,0,1M,0.2196,100000,2016-10-13,True,2016-10-16,2026-04-23,96.24,1.0,2,11.51293546492023,-0.8660254037844386,0.5000000000000001,3,114.19185282522996,2,2,0.1776617132190872,0.379288179851198,0.2784749465351426,0.1425714418222487,0.007938564871597692,0.15,0.27,0.21000000000000002,0.08485281374238571,1,0.2016264666321108,0.12000000000000002,0.06847494653514258,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RFQ-003219,JEDI|MNDO,1.0,0.6117,6,3M,0.2458,250000,2019-11-07,True,2019-11-12,2028-08-03,52.34,3.0,2,12.429220196836383,-0.5000000000000004,0.8660254037844384,3,104.69776609724047,2,2,0.1437689916881248,0.3217125075723795,0.23274074963025215,0.12582506674993266,-0.014439246288705715,0.14,0.35,0.245,0.14849242404917495,1,0.17794351588425472,0.20999999999999996,-0.012259250369747843,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RFQ-003221,CORL|TECH|NABO,1.0,0.5765,6,Monthly,0.2596,5000000,2018-03-23,True,2018-03-26,2027-10-25,81.42,1.0,3,15.424948670398354,1.0,6.123233995736766e-17,4,114.98028909329828,3,3,0.126711028525688,0.3846105345661948,0.28298947020379833,0.13736306081060726,0.026222929717345047,0.11,0.32,0.23666666666666666,0.11150485789118489,1,0.2578995060405068,0.21000000000000002,0.04632280353713167,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RFQ-003228,BSKR,1.353,0.8259,0,6M,0.3212,1000000,2021-12-24,True,2021-12-28,2024-02-03,22.5,6.0,1,13.815511557963774,-2.4492935982947064e-16,1.0,4,25.19710906701708,1,1,0.2722561619779697,0.2722561619779697,0.2722561619779697,0.0,0.0058773175948566014,0.3,0.3,0.3,0.0,1,0.0,0.0,-0.027743838022030287,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003229,NABO|WOOK,1.0058,0.6256,1,1M,0.2232,100000,2017-12-15,True,2017-12-19,2021-08-11,16.97,1.0,2,11.51293546492023,-2.4492935982947064e-16,1.0,4,43.72536136662286,2,2,0.0966583551750129,0.2948974541385473,0.19577790465678008,0.14017621117342627,-0.027043907446953425,0.11,0.27,0.19,0.11313708498984763,1,0.1982390989635344,0.16000000000000003,0.005777904656780075,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003231,DRC,1.2723,0.7638,0,2M,0.3486,250000,2024-04-26,True,2024-04-29,2028-04-14,12.37,2.0,1,12.429220196836383,0.8660254037844387,-0.4999999999999998,4,47.50328515111695,1,1,0.4674849954124523,0.4674849954124523,0.4674849954124523,0.0,-0.06407930101348608,0.31,0.31,0.31,0.0,1,0.0,0.0,0.1574849954124523,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003234,SITH|HTTX,1.0,0.5761,4,3M,0.4365,1000000,2017-06-08,True,2017-06-09,2021-11-11,46.11,3.0,2,13.815511557963774,1.2246467991473532e-16,-1.0,3,53.088042049934295,2,2,0.2448533564781804,0.5152524730628001,0.38005291477049025,0.1912010489638364,-0.004254298940578438,0.26,0.5,0.38,0.16970562748477142,1,0.2703991165846197,0.24,5.291477049024218e-05,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003237,KYBR,1.2522,0.7089,0,6M,0.2566,250000,2017-03-06,True,2017-03-10,2023-11-11,48.68,6.0,1,12.429220196836383,1.0,6.123233995736766e-17,0,80.05913272010513,1,1,0.2418799149890282,0.2418799149890282,0.2418799149890282,0.0,0.005188468922635886,0.22,0.22,0.22,0.0,3,0.0,0.0,0.021879914989028193,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003240,SITH|TECH,1.0,0.6463,6,Annual,0.2667,1000000,2016-10-28,True,2016-10-28,2024-04-06,58.97,12.0,2,13.815511557963774,-0.8660254037844386,0.5000000000000001,4,89.25755584756898,2,2,0.2787292891467973,0.3894203314434035,0.3340748102951004,0.0782703866245372,0.002415801851433752,0.26,0.32,0.29000000000000004,0.04242640687119283,1,0.1106910422966062,0.06,0.04407481029510035,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003241,NABO|SITH,1.0,0.5669,6,1M,0.1769,100000,2019-10-23,True,2019-10-24,2026-06-06,34.11,1.0,2,11.51293546492023,-0.8660254037844386,0.5000000000000001,2,79.40210249671485,2,2,0.1017775743946158,0.2746037582921972,0.18819066634340648,0.12220656660057312,-0.0033898404692062067,0.11,0.26,0.185,0.10606601717798214,1,0.1728261838975814,0.15000000000000002,0.0031906663434064786,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003242,NABO,1.3125,0.7588,0,Q,0.1151,500000,2024-03-20,True,2024-03-20,2033-09-21,60.34,3.0,1,13.122365377402328,1.0,6.123233995736766e-17,2,114.0604467805519,1,1,0.1708977991597852,0.1708977991597852,0.1708977991597852,0.0,-0.0076724806307369164,0.11,0.11,0.11,0.0,1,0.0,0.0,0.0608977991597852,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-003250,TECH,1.1778,0.8017,0,2M,0.353,2000000,2020-06-24,True,2020-06-26,2026-12-04,23.92,2.0,1,14.508658238524095,1.2246467991473532e-16,-1.0,2,77.26675427069645,1,1,0.4197833912872256,0.4197833912872256,0.4197833912872256,0.0,-0.00937326982632919,0.32,0.32,0.32,0.0,1,0.0,0.0,0.09978339128722558,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
