rfq_id,underlyings,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,requested_date,executed,start_date,end_date,avg_duration_months,observation_frequency_months,basket_size,log_notional_credits,requested_year,requested_month_sin,requested_month_cos,requested_dayofweek,n_underlyings,n_market_matches,realized_vol_min,realized_vol_max,realized_vol_mean,realized_vol_std,realized_vol_trend_21d_mean,structural_base_vol_min,structural_base_vol_max,structural_base_vol_mean,structural_base_vol_std,market_lag_days_max,realized_vol_range,structural_base_vol_range,realized_minus_structural_vol,market_match_rate,has_underlying_BSKR,has_underlying_CLNE,has_underlying_CORL,has_underlying_DRC,has_underlying_HTTX,has_underlying_JEDI,has_underlying_KYBR,has_underlying_MNDO,has_underlying_NABO,has_underlying_POBK,has_underlying_REBL,has_underlying_SITH,has_underlying_TECH,has_underlying_WOOK,product_type_Death Star Phoenix Note,product_type_Holocron Reverse Convertible,product_type_Kessel Run Snowball,product_type_Mandalorian Twin-Win,product_type_Sith Eternal Snowball,product_type_Wretched Hive Digital,basket_type_single,basket_type_worst_of,counterparty_Alderaan Wealth Partners,counterparty_Banco de Coruscant,counterparty_Chandrila Sovereign Fund,counterparty_Corellian Capital,counterparty_First Order Financial,counterparty_Jabba Asset Management,counterparty_Kamino Cloning Trust,counterparty_Nal Hutta Traders,trader_id_TRD-001,trader_id_TRD-002,trader_id_TRD-003,trader_id_TRD-004,trader_id_TRD-005,trader_id_TRD-006,trader_id_TRD-007,trader_id_TRD-008,trader_id_TRD-009,trader_id_TRD-010,trader_id_TRD-011,trader_id_TRD-012,trader_id_TRD-013,trader_id_TRD-014,trader_id_TRD-015,trader_id_TRD-016,trader_id_TRD-017,trader_id_TRD-018,trader_id_TRD-019,trader_id_TRD-020,trader_id_TRD-021,trader_id_TRD-022,trader_id_TRD-023,trader_id_TRD-024,trader_id_TRD-025,trader_id_TRD-026,trader_id_TRD-027,trader_id_TRD-028,trader_id_TRD-029,trader_id_TRD-030,trader_id_TRD-031,trader_id_TRD-032,trader_id_TRD-033,trader_id_TRD-034,trader_id_TRD-035,trader_id_TRD-036,trader_id_TRD-037,trader_id_TRD-038,trader_id_TRD-039
RFQ-002763,TECH|REBL|DRC,1.0,0.5992,0,1M,0.2519,500000,2017-07-04,False,2017-07-04,2023-04-12,,1.0,3,13.122365377402328,2017,-0.4999999999999997,-0.8660254037844388,1,3,3,0.1934448603595575,0.3127178078546379,0.27104707067347505,0.06726672336421964,-0.1378178256682372,0.18,0.32,0.27,0.07810249675906655,1,0.11927294749508038,0.14,0.0010470706734750368,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002764,TECH,1.3078,0.8295,0,Monthly,0.323,100000,2018-02-16,True,2018-02-16,2027-12-28,26.24,1.0,1,11.51293546492023,2018,0.8660254037844386,0.5000000000000001,4,1,1,0.3190742533540914,0.3190742533540914,0.3190742533540914,0.0,0.004808027040667295,0.32,0.32,0.32,0.0,1,0.0,0.0,-0.0009257466459086094,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RFQ-002765,HTTX,1.2206,0.8361,0,2M,0.5195,250000,2021-06-30,True,2021-07-01,2024-12-11,8.28,2.0,1,12.429220196836383,2021,1.2246467991473532e-16,-1.0,2,1,1,0.9508623709903627,0.9508623709903627,0.9508623709903627,0.0,0.03750492981356801,0.5,0.5,0.5,0.0,1,0.0,0.0,0.45086237099036275,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002766,MNDO,1.3276,0.7544,0,3M,0.3203,500000,2021-10-13,False,2021-10-13,2028-06-03,,3.0,1,13.122365377402328,2021,-0.8660254037844386,0.5000000000000001,2,1,1,0.332381526178254,0.332381526178254,0.332381526178254,0.0,0.020856407272906774,0.35,0.35,0.35,0.0,1,0.0,0.0,-0.017618473821745972,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002767,REBL,1.231,0.7749,0,6M,0.211,250000,2019-02-12,True,2019-02-13,2025-08-27,13.22,6.0,1,12.429220196836383,2019,0.8660254037844386,0.5000000000000001,1,1,1,0.2217488196626761,0.2217488196626761,0.2217488196626761,0.0,-0.02751164510965154,0.18,0.18,0.18,0.0,1,0.0,0.0,0.0417488196626761,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002768,WOOK,1.1728,0.7398,0,1M,0.3191,500000,2022-04-12,False,2022-04-12,2030-10-18,,1.0,1,13.122365377402328,2022,0.8660254037844387,-0.4999999999999998,1,1,1,0.2771227225592798,0.2771227225592798,0.2771227225592798,0.0,0.011721429286646767,0.27,0.27,0.27,0.0,1,0.0,0.0,0.007122722559279759,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002769,REBL|SITH|BSKR,1.0,0.5927,4,1M,0.2385,100000,2021-06-03,False,2021-06-03,2027-08-31,,1.0,3,11.51293546492023,2021,1.2246467991473532e-16,-1.0,3,3,3,0.2687063337211975,0.5537766796053464,0.3675890898875109,0.16134706689841413,-0.07680863221864083,0.18,0.3,0.24666666666666667,0.061101009266077866,1,0.28507034588414887,0.12,0.1209224232208442,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002770,NABO|DRC,1.0135,0.5567,3,1 month,0.2133,100000,2021-06-28,True,2021-07-02,2024-07-08,18.65,1.0,2,11.51293546492023,2021,1.2246467991473532e-16,-1.0,0,2,2,0.1061926754617049,0.2968257584398998,0.20150921695080234,0.1347979456923794,-0.006231990897124236,0.11,0.31,0.21,0.1414213562373095,3,0.19063308297819487,0.2,-0.008490783049197648,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002771,BSKR,1.2031,0.8353,0,1 month,0.304,250000,2021-12-14,False,2021-12-14,2029-01-21,,1.0,1,12.429220196836383,2021,-2.4492935982947064e-16,1.0,1,1,1,0.2794993127899047,0.2794993127899047,0.2794993127899047,0.0,0.024906933999515823,0.3,0.3,0.3,0.0,1,0.0,0.0,-0.020500687210095292,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002772,DRC,1.3804,0.8012,0,1M,0.2946,500000,2023-08-31,True,2023-09-02,2030-07-15,12.84,1.0,1,13.122365377402328,2023,-0.8660254037844384,-0.5000000000000004,3,1,1,0.388276562005309,0.388276562005309,0.388276562005309,0.0,0.030669913421861428,0.31,0.31,0.31,0.0,1,0.0,0.0,0.07827656200530902,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002773,WOOK|DRC,1.0,0.5209,5,1 month,0.3186,5000000,2021-12-31,True,2022-01-01,2029-04-02,40.58,1.0,2,15.424948670398354,2021,-2.4492935982947064e-16,1.0,4,2,2,0.2267489785077501,0.3493314999500654,0.28804023922890776,0.08667893216680651,-0.001190117502156668,0.27,0.31,0.29000000000000004,0.02828427124746191,1,0.1225825214423153,0.03999999999999998,-0.001959760771092278,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002774,HTTX|SITH,1.0,0.5833,3,mensual,0.3366,100000,2023-07-20,True,2023-07-24,2033-03-23,97.07,1.0,2,11.51293546492023,2023,-0.4999999999999997,-0.8660254037844388,3,2,2,0.2827701856673897,0.4959235431480417,0.3893468644077157,0.15072218450724933,-9.010007570919853e-06,0.26,0.5,0.38,0.16970562748477142,1,0.213153357480652,0.24,0.009346864407715705,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002775,KYBR,1.3269,0.78,0,3M,0.2275,500000,2021-08-26,True,2021-08-31,2031-05-16,56.66,3.0,1,13.122365377402328,2021,-0.8660254037844384,-0.5000000000000004,3,1,1,0.239396312792272,0.239396312792272,0.239396312792272,0.0,0.0038042096721828955,0.22,0.22,0.22,0.0,1,0.0,0.0,0.019396312792271997,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RFQ-002776,SITH|BSKR,1.0392,0.5693,2,6M,0.2513,250000,2021-04-20,True,2021-04-21,2029-11-29,55.21,6.0,2,12.429220196836383,2021,0.8660254037844387,-0.4999999999999998,1,2,2,0.2630778411529009,0.3127045049682162,0.28789117306055856,0.03509135051147453,0.0019516744766272243,0.26,0.3,0.28,0.02828427124746191,1,0.04962666381531533,0.03999999999999998,0.007891173060558532,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002777,TECH|BSKR,0.9688,0.6584,3,6M,0.3625,100000,2021-09-23,False,2021-09-23,2026-05-07,,6.0,2,11.51293546492023,2021,-1.0,-1.8369701987210297e-16,3,2,2,0.2728409241677716,0.3109299148509058,0.2918854195093387,0.026932983600595428,-0.009143202768759878,0.3,0.32,0.31,0.014142135623730963,1,0.038088990683134205,0.020000000000000018,-0.01811458049066128,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002778,WOOK|BSKR,0.9624,0.6845,1,1Y,0.2898,500000,2017-08-15,False,2017-08-15,2024-04-15,,12.0,2,13.122365377402328,2017,-0.8660254037844384,-0.5000000000000004,1,2,2,0.3613332994404999,0.4285536940179498,0.39494349672922485,0.04753199683975024,0.04459522413975811,0.27,0.3,0.28500000000000003,0.021213203435596427,1,0.06722039457744988,0.02999999999999997,0.10994349672922482,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002779,TECH|CLNE,1.0,0.5755,6,1D,0.2499,250000,2018-12-20,False,2018-12-20,2027-05-21,,0.0328515111695138,2,12.429220196836383,2018,-2.4492935982947064e-16,1.0,3,2,2,0.2671034179270836,0.4089819156123921,0.3380426667697378,0.10032324781784156,-0.022756654895015854,0.15,0.32,0.235,0.1202081528017131,1,0.14187849768530852,0.17,0.10304266676973783,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002780,KYBR|DRC,1.026,0.574,3,3M,0.299,250000,2020-06-17,True,2020-06-18,2026-06-22,34.44,3.0,2,12.429220196836383,2020,1.2246467991473532e-16,-1.0,2,2,2,0.2721576676498047,0.3858181198363649,0.3289878937430848,0.08037007649384606,-0.05075716381726253,0.22,0.31,0.265,0.06363961030678929,1,0.11366045218656018,0.09,0.06398789374308478,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RFQ-002781,HTTX,1.198,0.7936,0,3M,0.5364,100000,2022-06-28,True,2022-07-01,2028-05-16,9.9,3.0,1,11.51293546492023,2022,1.2246467991473532e-16,-1.0,1,1,1,0.4718500734004284,0.4718500734004284,0.4718500734004284,0.0,0.011262985538680437,0.5,0.5,0.5,0.0,1,0.0,0.0,-0.028149926599571606,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002782,SITH|WOOK|TECH,1.0,0.6195,6,1M,0.3385,2000000,2017-07-19,True,2017-07-20,2020-08-25,27.6,1.0,3,14.508658238524095,2017,-0.4999999999999997,-0.8660254037844388,2,3,3,0.2761514014441175,0.3654411777798561,0.31335208689844635,0.04646950076816411,0.038445329212627354,0.26,0.32,0.2833333333333334,0.032145502536643174,1,0.08928977633573859,0.06,0.030018753565112966,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002783,HTTX|CORL,0.9712,0.5782,1,Monthly,0.3554,100000,2019-03-14,True,2019-03-17,2021-11-19,18.4,1.0,2,11.51293546492023,2019,1.0,6.123233995736766e-17,3,2,2,0.2854916479158517,0.475381602268479,0.38043662509216536,0.1342724744019467,-0.030980439525487208,0.28,0.5,0.39,0.15556349186104043,1,0.1898899543526273,0.21999999999999997,-0.009563374907834654,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002784,CLNE|HTTX|MNDO,1.0,0.6472,0,1M,0.3723,250000,2016-04-18,False,2016-04-18,2021-12-25,,1.0,3,12.429220196836383,2016,0.8660254037844387,-0.4999999999999998,0,3,3,0.1798587265161391,0.5701150561605405,0.36827561766164796,0.1954741013279516,-0.0028627361473337423,0.15,0.5,0.3333333333333333,0.17559422921421233,3,0.3902563296444014,0.35,0.03494228432831464,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002785,CLNE|DRC|JEDI,1.0,0.5902,2,1M,0.2114,5000000,2022-04-27,False,2022-04-27,2026-09-19,,1.0,3,15.424948670398354,2022,0.8660254037844387,-0.4999999999999998,2,3,3,0.1383606019952832,0.3134501693183977,0.19807611867846178,0.09993744767608632,0.002710318057676908,0.14,0.31,0.20000000000000004,0.09539392014169455,1,0.1750895673231145,0.16999999999999998,-0.0019238813215382566,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002786,SITH,1.3595,0.7528,0,1M,0.2798,100000,2018-06-29,False,2018-06-29,2023-02-15,,1.0,1,11.51293546492023,2018,1.2246467991473532e-16,-1.0,4,1,1,0.4614662385294407,0.4614662385294407,0.4614662385294407,0.0,-0.0008401645513607114,0.26,0.26,0.26,0.0,1,0.0,0.0,0.20146623852944068,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002787,REBL|KYBR,1.0,0.5709,4,M,0.1814,250000,2017-03-22,True,2017-03-24,2026-03-13,21.68,1.0,2,12.429220196836383,2017,1.0,6.123233995736766e-17,2,2,2,0.211939077850975,0.7737760085014718,0.4928575431762234,0.3972787035840023,-0.010406364206676927,0.18,0.22,0.2,0.028284271247461915,1,0.5618369306504968,0.04000000000000001,0.29285754317622337,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002788,SITH|HTTX,0.9553,0.6349,3,3M,0.3971,250000,2016-02-29,False,2016-02-29,2019-09-22,,3.0,2,12.429220196836383,2016,0.8660254037844386,0.5000000000000001,0,2,2,0.2420302790503736,0.5619706406484415,0.4020004598494076,0.2262319992612699,-0.055055430423407145,0.26,0.5,0.38,0.16970562748477142,3,0.3199403615980679,0.24,0.022000459849407572,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002789,REBL|BSKR,1.0,0.5079,3,1M,0.2637,500000,2022-03-29,True,2022-03-31,2030-04-17,22.24,1.0,2,13.122365377402328,2022,1.0,6.123233995736766e-17,1,2,2,0.2810686534572644,0.5908397682126213,0.43595421083494285,0.21904125585922907,-0.004074390766681896,0.18,0.3,0.24,0.08485281374238571,1,0.3097711147553569,0.12,0.19595421083494285,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RFQ-002790,WOOK,1.1902,0.7901,0,1 month,0.3037,500000,2018-02-20,True,2018-02-23,2026-10-23,10.38,1.0,1,13.122365377402328,2018,0.8660254037844386,0.5000000000000001,1,1,1,0.2635272347863177,0.2635272347863177,0.2635272347863177,0.0,-0.018907536697605642,0.27,0.27,0.27,0.0,1,0.0,0.0,-0.006472765213682341,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002791,HTTX|CLNE|JEDI,1.0,0.6229,3,2M,0.3078,250000,2020-06-08,True,2020-06-10,2026-02-26,64.81,2.0,3,12.429220196836383,2020,1.2246467991473532e-16,-1.0,0,3,3,0.1987895948247668,1.584011958006592,0.661252996624825,0.799133437226061,0.0021558516930758886,0.14,0.5,0.26333333333333336,0.20502032419575708,3,1.385222363181825,0.36,0.3979196632914916,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002792,TECH|CLNE,1.0,0.5449,3,1 month,0.2756,2000000,2024-02-02,False,2024-02-02,2033-10-29,,1.0,2,14.508658238524095,2024,0.8660254037844386,0.5000000000000001,4,2,2,0.2651968232758704,0.6402479813643562,0.4527224023201133,0.26520121717623624,0.022708464141210583,0.15,0.32,0.235,0.1202081528017131,1,0.3750511580884858,0.17,0.2177224023201133,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002793,POBK,1.3437,0.7189,0,Y,0.4713,2000000,2023-09-14,True,2023-09-16,2026-07-19,20.09,12.0,1,14.508658238524095,2023,-1.0,-1.8369701987210297e-16,3,1,1,0.5291910505316233,0.5291910505316233,0.5291910505316233,0.0,0.07212382854623439,0.42,0.42,0.42,0.0,1,0.0,0.0,0.10919105053162331,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002794,REBL|WOOK,1.0,0.6299,6,1M,0.1945,250000,2017-08-11,False,2017-08-11,2020-03-03,,1.0,2,12.429220196836383,2017,-0.8660254037844384,-0.5000000000000004,4,2,2,0.4235066303439714,0.5209890413008629,0.47224783582241714,0.06893047383403177,0.16844429165578603,0.18,0.27,0.225,0.0636396103067893,1,0.09748241095689147,0.09000000000000002,0.24724783582241713,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RFQ-002795,DRC,1.3364,0.8355,0,2M,0.2985,2000000,2019-02-13,True,2019-02-15,2022-07-11,27.45,2.0,1,14.508658238524095,2019,0.8660254037844386,0.5000000000000001,2,1,1,0.2451411107288459,0.2451411107288459,0.2451411107288459,0.0,-0.05213207084477897,0.31,0.31,0.31,0.0,1,0.0,0.0,-0.0648588892711541,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RFQ-002796,NABO|MNDO,1.2886,0.6,0,1M,0.2429,100000,2020-09-11,True,2020-09-11,2030-04-05,99.48,1.0,2,11.51293546492023,2020,-1.0,-1.8369701987210297e-16,4,2,2,0.1142342281858294,0.3394914646763868,0.2268628464311081,0.15928091943381495,-0.0005067077662710279,0.11,0.35,0.22999999999999998,0.1697056274847714,1,0.2252572364905574,0.24,-0.0031371535688918817,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002797,CORL,1.2774,0.7008,0,3M,0.2958,500000,2019-08-02,True,2019-08-04,2026-04-13,35.45,3.0,1,13.122365377402328,2019,-0.8660254037844384,-0.5000000000000004,4,1,1,0.2887095230356287,0.2887095230356287,0.2887095230356287,0.0,0.02485970534466231,0.28,0.28,0.28,0.0,1,0.0,0.0,0.008709523035628663,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002798,BSKR|HTTX,1.0,0.583,6,1Y,0.3768,100000,2019-02-06,True,2019-02-07,2021-06-27,28.93,12.0,2,11.51293546492023,2019,0.8660254037844386,0.5000000000000001,2,2,2,0.2754412354017442,0.587261845247482,0.4313515403246131,0.22049046773564596,-0.056789785761996,0.3,0.5,0.4,0.1414213562373095,1,0.31182060984573784,0.2,0.03135154032461307,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002799,SITH|BSKR,1.0,0.5777,4,3M,0.3053,500000,2016-02-18,True,2016-02-19,2024-11-12,46.67,3.0,2,13.122365377402328,2016,0.8660254037844386,0.5000000000000001,3,2,2,0.2414169613021999,0.310224983927555,0.2758209726148774,0.04865461939842597,0.0032492746821179974,0.26,0.3,0.28,0.02828427124746191,1,0.0688080226253551,0.03999999999999998,-0.004179027385122602,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFQ-002800,NABO,1.1524,0.8311,0,2M,0.1194,250000,2019-04-09,False,2019-04-09,2025-08-18,,2.0,1,12.429220196836383,2019,0.8660254037844387,-0.4999999999999998,1,1,1,0.104958559756025,0.104958559756025,0.104958559756025,0.0,0.001908213945738077,0.11,0.11,0.11,0.0,1,0.0,0.0,-0.005041440243975001,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
